date,region,exposure_status,count
2021-03-26,NT,exposed,<20
2021-03-26,NT,monitoring,<20
2021-03-26,NS,exposed,<20
2021-03-26,NS,monitoring,<20
2021-03-26,NU,exposed,<20
2021-03-26,NU,monitoring,<20
2021-03-26,ON,exposed,<20
2021-03-26,ON,monitoring,<20
2021-03-26,PE,exposed,<20
2021-03-26,PE,monitoring,<20
2021-03-26,QC,exposed,<20
2021-03-26,QC,monitoring,<20
2021-03-26,SK,exposed,<20
2021-03-26,SK,monitoring,<20
2021-03-26,YT,exposed,<20
2021-03-26,YT,monitoring,<20
2021-03-26,NPTS,exposed,<20
2021-03-26,NPTS,monitoring,<20
2021-03-27,AB,exposed,<20
2021-03-27,AB,monitoring,<20
2021-03-27,BC,exposed,<20
2021-03-27,BC,monitoring,<20
2021-03-27,MB,exposed,<20
2021-03-27,MB,monitoring,<20
2021-03-27,NB,exposed,<20
2021-03-27,NB,monitoring,<20
2021-03-27,NL,exposed,<20
2021-03-27,NL,monitoring,<20
2021-03-27,NT,exposed,<20
2021-03-27,NT,monitoring,<20
2021-03-27,NS,exposed,<20
2021-03-27,NS,monitoring,<20
2021-03-27,NU,exposed,<20
2021-03-27,NU,monitoring,<20
2021-03-27,ON,exposed,<20
2021-03-27,ON,monitoring,<20
2021-03-27,PE,exposed,<20
2021-03-27,PE,monitoring,<20
2021-03-27,QC,exposed,<20
2021-03-27,QC,monitoring,<20
2021-03-27,SK,exposed,<20
2021-03-27,SK,monitoring,<20
2021-03-27,YT,exposed,<20
2021-03-27,YT,monitoring,<20
2021-03-27,NPTS,exposed,<20
2021-03-27,NPTS,monitoring,<20
2021-03-28,AB,exposed,<20
2021-03-28,AB,monitoring,<20
2021-03-28,BC,exposed,<20
2021-03-28,BC,monitoring,<20
2021-03-28,MB,exposed,<20
2021-03-28,MB,monitoring,<20
2021-03-28,NB,exposed,<20
2021-03-28,NB,monitoring,<20
2021-03-28,NL,exposed,<20
2021-03-28,NL,monitoring,<20
2021-03-28,NT,exposed,<20
2021-03-28,NT,monitoring,<20
2021-03-28,NS,exposed,<20
2021-03-28,NS,monitoring,<20
2021-03-28,NU,exposed,<20
2021-03-28,NU,monitoring,<20
2021-03-28,ON,exposed,<20
2021-03-28,ON,monitoring,<20
2021-03-28,PE,exposed,<20
2021-03-28,PE,monitoring,<20
2021-03-28,QC,exposed,<20
2021-03-28,QC,monitoring,<20
2021-03-28,SK,exposed,<20
2021-03-28,SK,monitoring,<20
2021-03-28,YT,exposed,<20
2021-03-28,YT,monitoring,<20
2021-03-28,NPTS,exposed,<20
2021-03-28,NPTS,monitoring,<20
2021-03-29,AB,exposed,<20
2021-03-29,AB,monitoring,<20
2021-03-29,BC,exposed,<20
2021-03-29,BC,monitoring,<20
2021-03-29,MB,exposed,<20
2021-03-29,MB,monitoring,<20
2021-03-29,NB,exposed,<20
2021-03-29,NB,monitoring,<20
2021-03-29,NL,exposed,<20
2021-03-29,NL,monitoring,<20
2021-03-29,NT,exposed,<20
2021-03-29,NT,monitoring,<20
2021-03-29,NS,exposed,<20
2021-03-29,NS,monitoring,<20
2021-03-29,NU,exposed,<20
2021-03-29,NU,monitoring,<20
2021-03-29,ON,exposed,<20
2021-03-29,ON,monitoring,<20
2021-03-29,PE,exposed,<20
2021-03-29,PE,monitoring,<20
2021-03-29,QC,exposed,<20
2021-03-29,QC,monitoring,<20
2021-03-29,SK,exposed,<20
2021-03-29,SK,monitoring,<20
2021-03-29,YT,exposed,<20
2021-03-29,YT,monitoring,<20
2021-03-29,NPTS,exposed,<20
2021-03-29,NPTS,monitoring,<20
2021-03-30,AB,exposed,<20
2021-03-30,AB,monitoring,<20
2021-03-30,BC,exposed,<20
2021-03-30,BC,monitoring,<20
2021-03-30,MB,exposed,<20
2021-03-30,MB,monitoring,<20
2021-03-30,NB,exposed,<20
2021-03-30,NB,monitoring,<20
2021-03-30,NL,exposed,<20
2021-03-30,NL,monitoring,<20
2021-03-30,NT,exposed,<20
2021-03-30,NT,monitoring,<20
2021-03-30,NS,exposed,<20
2021-03-30,NS,monitoring,<20
2021-03-30,NU,exposed,<20
2021-03-30,NU,monitoring,<20
2021-03-30,ON,exposed,<20
2021-03-30,ON,monitoring,<20
2021-03-30,PE,exposed,<20
2021-03-30,PE,monitoring,<20
2021-03-30,QC,exposed,<20
2021-03-30,QC,monitoring,<20
2021-03-30,SK,exposed,<20
2021-03-30,SK,monitoring,<20
2021-03-30,YT,exposed,<20
2021-03-30,YT,monitoring,<20
2021-03-30,NPTS,exposed,<20
2021-03-30,NPTS,monitoring,<20
2021-03-31,AB,exposed,<20
2021-03-31,AB,monitoring,<20
2021-03-31,BC,exposed,<20
2021-03-31,BC,monitoring,<20
2021-03-31,MB,exposed,<20
2021-03-31,MB,monitoring,<20
2021-03-31,NB,exposed,<20
2021-03-31,NB,monitoring,<20
2021-03-31,NL,exposed,<20
2021-03-31,NL,monitoring,<20
2021-03-31,NT,exposed,<20
2021-03-31,NT,monitoring,<20
2021-03-31,NS,exposed,<20
2021-03-31,NS,monitoring,<20
2021-03-31,NU,exposed,<20
2021-03-31,NU,monitoring,<20
2021-03-31,ON,exposed,28
2021-03-31,ON,monitoring,<20
2021-03-31,PE,exposed,<20
2021-03-31,PE,monitoring,<20
2021-03-31,QC,exposed,<20
2021-03-31,QC,monitoring,<20
2021-03-31,SK,exposed,<20
2021-03-31,SK,monitoring,<20
2021-03-31,YT,exposed,<20
2021-03-31,YT,monitoring,<20
2021-03-31,NPTS,exposed,<20
2021-03-31,NPTS,monitoring,<20
2021-04-01,AB,exposed,<20
2021-04-01,AB,monitoring,<20
2021-04-01,BC,exposed,<20
2021-04-01,BC,monitoring,<20
2021-04-01,MB,exposed,<20
2021-04-01,MB,monitoring,<20
2021-04-01,NB,exposed,<20
2021-04-01,NB,monitoring,<20
2021-04-01,NL,exposed,<20
2021-04-01,NL,monitoring,<20
2021-04-01,NT,exposed,<20
2021-04-01,NT,monitoring,<20
2021-04-01,NS,exposed,<20
2021-04-01,NS,monitoring,<20
2021-04-01,NU,exposed,<20
2021-04-01,NU,monitoring,<20
2021-04-01,ON,exposed,<20
2021-04-01,ON,monitoring,<20
2021-04-01,PE,exposed,<20
2021-04-01,PE,monitoring,<20
2021-04-01,QC,exposed,<20
2021-04-01,QC,monitoring,<20
2021-04-01,SK,exposed,<20
2021-04-01,SK,monitoring,<20
2021-04-01,YT,exposed,<20
2021-04-01,YT,monitoring,<20
2021-04-01,NPTS,exposed,<20
2021-04-01,NPTS,monitoring,<20
2021-04-02,AB,exposed,<20
2021-04-02,AB,monitoring,<20
2021-04-02,BC,exposed,<20
2021-04-02,BC,monitoring,<20
2021-04-02,MB,exposed,<20
2021-04-02,MB,monitoring,<20
2021-04-02,NB,exposed,<20
2021-04-02,NB,monitoring,<20
2021-04-02,NL,exposed,<20
2021-04-02,NL,monitoring,<20
2021-04-02,NT,exposed,<20
2021-04-02,NT,monitoring,<20
2021-04-02,NS,exposed,<20
2021-04-02,NS,monitoring,<20
2021-04-02,NU,exposed,<20
2021-04-02,NU,monitoring,<20
2021-04-02,ON,exposed,<20
2021-04-02,ON,monitoring,<20
2021-04-02,PE,exposed,<20
2021-04-02,PE,monitoring,<20
2021-04-02,QC,exposed,<20
2021-04-02,QC,monitoring,<20
2021-04-02,SK,exposed,<20
2021-04-02,SK,monitoring,<20
2021-04-02,YT,exposed,<20
2021-04-02,YT,monitoring,<20
2021-04-02,NPTS,exposed,<20
2021-04-02,NPTS,monitoring,<20
2021-04-03,AB,exposed,<20
2021-04-03,AB,monitoring,<20
2021-04-03,BC,exposed,<20
2021-04-03,BC,monitoring,<20
2021-04-03,MB,exposed,<20
2021-04-03,MB,monitoring,<20
2021-04-03,NB,exposed,<20
2021-04-03,NB,monitoring,<20
2021-04-03,NL,exposed,<20
2021-04-03,NL,monitoring,<20
2021-04-03,NT,exposed,<20
2021-04-03,NT,monitoring,<20
2021-04-03,NS,exposed,<20
2021-04-03,NS,monitoring,<20
2021-04-03,NU,exposed,<20
2021-04-03,NU,monitoring,<20
2021-04-03,ON,exposed,<20
2021-04-03,ON,monitoring,<20
2021-04-03,PE,exposed,<20
2021-04-03,PE,monitoring,<20
2021-04-03,QC,exposed,<20
2021-04-03,QC,monitoring,<20
2021-04-03,SK,exposed,<20
2021-04-03,SK,monitoring,<20
2021-04-03,YT,exposed,<20
2021-04-03,YT,monitoring,<20
2021-04-03,NPTS,exposed,<20
2021-04-03,NPTS,monitoring,<20
2021-04-04,AB,exposed,<20
2021-04-04,AB,monitoring,<20
2021-04-04,BC,exposed,<20
2021-04-04,BC,monitoring,<20
2021-04-04,MB,exposed,<20
2021-04-04,MB,monitoring,<20
2021-04-04,NB,exposed,<20
2021-04-04,NB,monitoring,<20
2021-04-04,NL,exposed,<20
2021-04-04,NL,monitoring,<20
2021-04-04,NT,exposed,<20
2021-04-04,NT,monitoring,<20
2021-04-04,NS,exposed,<20
2021-04-04,NS,monitoring,<20
2021-04-04,NU,exposed,<20
2021-04-04,NU,monitoring,<20
2021-04-04,ON,exposed,<20
2021-04-04,ON,monitoring,<20
2021-04-04,PE,exposed,<20
2021-04-04,PE,monitoring,<20
2021-04-04,QC,exposed,<20
2021-04-04,QC,monitoring,<20
2021-04-04,SK,exposed,<20
2021-04-04,SK,monitoring,<20
2021-04-04,YT,exposed,<20
2021-04-04,YT,monitoring,<20
2021-04-04,NPTS,exposed,<20
2021-04-04,NPTS,monitoring,<20
2021-04-05,AB,exposed,<20
2021-04-05,AB,monitoring,<20
2021-04-05,BC,exposed,<20
2021-04-05,BC,monitoring,<20
2021-04-05,MB,exposed,<20
2021-04-05,MB,monitoring,<20
2021-04-05,NB,exposed,<20
2021-04-05,NB,monitoring,<20
2021-04-05,NL,exposed,<20
2021-04-05,NL,monitoring,<20
2021-04-05,NT,exposed,<20
2021-04-05,NT,monitoring,<20
2021-04-05,NS,exposed,<20
2021-04-05,NS,monitoring,<20
2021-04-05,NU,exposed,<20
2021-04-05,NU,monitoring,<20
2021-04-05,ON,exposed,<20
2021-04-05,ON,monitoring,<20
2021-04-05,PE,exposed,<20
2021-04-05,PE,monitoring,<20
2021-04-05,QC,exposed,<20
2021-04-05,QC,monitoring,<20
2021-04-05,SK,exposed,<20
2021-04-05,SK,monitoring,<20
2021-04-05,YT,exposed,<20
2021-04-05,YT,monitoring,<20
2021-04-05,NPTS,exposed,<20
2021-04-05,NPTS,monitoring,<20
2021-04-06,AB,exposed,<20
2021-04-06,AB,monitoring,<20
2021-04-06,BC,exposed,<20
2021-04-06,BC,monitoring,<20
2021-04-06,MB,exposed,<20
2021-04-06,MB,monitoring,<20
2021-04-06,NB,exposed,<20
2021-04-06,NB,monitoring,<20
2021-04-06,NL,exposed,<20
2021-04-06,NL,monitoring,<20
2021-04-06,NT,exposed,<20
2021-04-06,NT,monitoring,<20
2021-04-06,NS,exposed,<20
2021-04-06,NS,monitoring,<20
2021-04-06,NU,exposed,<20
2021-04-06,NU,monitoring,<20
2021-04-06,ON,exposed,<20
2021-04-06,ON,monitoring,<20
2021-04-06,PE,exposed,<20
2021-04-06,PE,monitoring,<20
2021-04-06,QC,exposed,<20
2021-04-06,QC,monitoring,<20
2021-04-06,SK,exposed,<20
2021-04-06,SK,monitoring,<20
2021-04-06,YT,exposed,<20
2021-04-06,YT,monitoring,<20
2021-04-06,NPTS,exposed,<20
2021-04-06,NPTS,monitoring,<20
2021-04-07,AB,exposed,<20
2021-04-07,AB,monitoring,<20
2021-04-07,BC,exposed,<20
2021-04-07,BC,monitoring,<20
2021-04-07,MB,exposed,<20
2021-04-07,MB,monitoring,<20
2021-04-07,NB,exposed,<20
2021-04-07,NB,monitoring,<20
2021-04-07,NL,exposed,<20
2021-04-07,NL,monitoring,<20
2021-04-07,NT,exposed,<20
2021-04-07,NT,monitoring,<20
2021-04-07,NS,exposed,<20
2021-04-07,NS,monitoring,<20
2021-04-07,NU,exposed,<20
2021-04-07,NU,monitoring,<20
2021-04-07,ON,exposed,52
2021-04-07,ON,monitoring,<20
2021-04-07,PE,exposed,<20
2021-04-07,PE,monitoring,<20
2021-04-07,QC,exposed,<20
2021-04-07,QC,monitoring,<20
2021-04-07,SK,exposed,<20
2021-04-07,SK,monitoring,<20
2021-04-07,YT,exposed,<20
2021-04-07,YT,monitoring,<20
2021-04-07,NPTS,exposed,<20
2021-04-07,NPTS,monitoring,<20
2021-04-08,AB,exposed,<20
2021-04-08,AB,monitoring,<20
2021-04-08,BC,exposed,<20
2021-04-08,BC,monitoring,<20
2021-04-08,MB,exposed,<20
2021-04-08,MB,monitoring,<20
2021-04-08,NB,exposed,<20
2021-04-08,NB,monitoring,<20
2021-04-08,NL,exposed,<20
2021-04-08,NL,monitoring,<20
2021-04-08,NT,exposed,<20
2021-04-08,NT,monitoring,<20
2021-04-08,NS,exposed,<20
2021-04-08,NS,monitoring,<20
2021-04-08,NU,exposed,<20
2021-04-08,NU,monitoring,<20
2021-04-08,ON,exposed,42
2021-04-08,ON,monitoring,<20
2021-04-08,PE,exposed,<20
2021-04-08,PE,monitoring,<20
2021-04-08,QC,exposed,<20
2021-04-08,QC,monitoring,<20
2021-04-08,SK,exposed,<20
2021-04-08,SK,monitoring,<20
2021-04-08,YT,exposed,<20
2021-04-08,YT,monitoring,<20
2021-04-08,NPTS,exposed,<20
2021-04-08,NPTS,monitoring,<20
2021-04-09,AB,exposed,<20
2021-04-09,AB,monitoring,<20
2021-04-09,BC,exposed,<20
2021-04-09,BC,monitoring,<20
2021-04-09,MB,exposed,<20
2021-04-09,MB,monitoring,<20
2021-04-09,NB,exposed,<20
2021-04-09,NB,monitoring,<20
2021-04-09,NL,exposed,<20
2021-04-09,NL,monitoring,<20
2021-04-09,NT,exposed,<20
2021-04-09,NT,monitoring,<20
2021-04-09,NS,exposed,<20
2021-04-09,NS,monitoring,<20
2021-04-09,NU,exposed,<20
2021-04-09,NU,monitoring,<20
2021-04-09,ON,exposed,53
2021-04-09,ON,monitoring,<20
2021-04-09,PE,exposed,<20
2021-04-09,PE,monitoring,<20
2021-04-09,QC,exposed,<20
2021-04-09,QC,monitoring,<20
2021-04-09,SK,exposed,<20
2021-04-09,SK,monitoring,<20
2021-04-09,YT,exposed,<20
2021-04-09,YT,monitoring,<20
2021-04-09,NPTS,exposed,<20
2021-04-09,NPTS,monitoring,<20
2021-04-10,AB,exposed,<20
2021-04-10,AB,monitoring,<20
2021-04-10,BC,exposed,<20
2021-04-10,BC,monitoring,<20
2021-04-10,MB,exposed,<20
2021-04-10,MB,monitoring,<20
2021-04-10,NB,exposed,<20
2021-04-10,NB,monitoring,<20
2021-04-10,NL,exposed,<20
2021-04-10,NL,monitoring,<20
2021-04-10,NT,exposed,<20
2021-04-10,NT,monitoring,<20
2021-04-10,NS,exposed,<20
2021-04-10,NS,monitoring,<20
2021-04-10,NU,exposed,<20
2021-04-10,NU,monitoring,<20
2021-04-10,ON,exposed,<20
2021-04-10,ON,monitoring,<20
2021-04-10,PE,exposed,<20
2021-04-10,PE,monitoring,<20
2021-04-10,QC,exposed,<20
2021-04-10,QC,monitoring,<20
2021-04-10,SK,exposed,<20
2021-04-10,SK,monitoring,<20
2021-04-10,YT,exposed,<20
2021-04-10,YT,monitoring,<20
2021-04-10,NPTS,exposed,<20
2021-04-10,NPTS,monitoring,<20
2021-04-11,AB,exposed,<20
2021-04-11,AB,monitoring,<20
2021-04-11,BC,exposed,<20
2021-04-11,BC,monitoring,<20
2021-04-11,MB,exposed,<20
2021-04-11,MB,monitoring,<20
2021-04-11,NB,exposed,<20
2021-04-11,NB,monitoring,<20
2021-04-11,NL,exposed,<20
2021-04-11,NL,monitoring,<20
2021-04-11,NT,exposed,<20
2021-04-11,NT,monitoring,<20
2021-04-11,NS,exposed,<20
2021-04-11,NS,monitoring,<20
2021-04-11,NU,exposed,<20
2021-04-11,NU,monitoring,<20
2021-04-11,ON,exposed,<20
2021-04-11,ON,monitoring,<20
2021-04-11,PE,exposed,<20
2021-04-11,PE,monitoring,<20
2021-04-11,QC,exposed,<20
2021-04-11,QC,monitoring,<20
2021-04-11,SK,exposed,<20
2021-04-11,SK,monitoring,<20
2021-04-11,YT,exposed,<20
2021-04-11,YT,monitoring,<20
2021-04-11,NPTS,exposed,<20
2021-04-11,NPTS,monitoring,<20
2021-04-12,AB,exposed,<20
2021-04-12,AB,monitoring,<20
2021-04-12,BC,exposed,<20
2021-04-12,BC,monitoring,<20
2021-04-12,MB,exposed,<20
2021-04-12,MB,monitoring,<20
2021-04-12,NB,exposed,<20
2021-04-12,NB,monitoring,<20
2021-04-12,NL,exposed,<20
2021-04-12,NL,monitoring,<20
2021-04-12,NT,exposed,<20
2021-04-12,NT,monitoring,<20
2021-04-12,NS,exposed,<20
2021-04-12,NS,monitoring,<20
2021-04-12,NU,exposed,<20
2021-04-12,NU,monitoring,<20
2021-04-12,ON,exposed,<20
2021-04-12,ON,monitoring,<20
2021-04-12,PE,exposed,<20
2021-04-12,PE,monitoring,<20
2021-04-12,QC,exposed,<20
2021-04-12,QC,monitoring,<20
2021-04-12,SK,exposed,<20
2021-04-12,SK,monitoring,<20
2021-04-12,YT,exposed,<20
2021-04-12,YT,monitoring,<20
2021-04-12,NPTS,exposed,<20
2021-04-12,NPTS,monitoring,<20
2021-04-13,AB,exposed,<20
2021-04-13,AB,monitoring,<20
2021-04-13,BC,exposed,<20
2021-04-13,BC,monitoring,<20
2021-04-13,MB,exposed,<20
2021-04-13,MB,monitoring,<20
2021-04-13,NB,exposed,<20
2021-04-13,NB,monitoring,<20
2021-04-13,NL,exposed,<20
2021-04-13,NL,monitoring,<20
2021-04-13,NT,exposed,<20
2021-04-13,NT,monitoring,<20
2021-04-13,NS,exposed,<20
2021-04-13,NS,monitoring,<20
2021-04-13,NU,exposed,<20
2021-04-13,NU,monitoring,<20
2021-04-13,ON,exposed,<20
2021-04-13,ON,monitoring,<20
2021-04-13,PE,exposed,<20
2021-04-13,PE,monitoring,<20
2021-04-13,QC,exposed,<20
2021-04-13,QC,monitoring,<20
2021-04-13,SK,exposed,<20
2021-04-13,SK,monitoring,<20
2021-04-13,YT,exposed,<20
2021-04-13,YT,monitoring,<20
2021-04-13,NPTS,exposed,<20
2021-04-13,NPTS,monitoring,<20
2021-04-14,AB,exposed,<20
2021-04-14,AB,monitoring,<20
2021-04-14,BC,exposed,<20
2021-04-14,BC,monitoring,<20
2021-04-14,MB,exposed,<20
2021-04-14,MB,monitoring,<20
2021-04-14,NB,exposed,<20
2021-04-14,NB,monitoring,<20
2021-04-14,NL,exposed,<20
2021-04-14,NL,monitoring,<20
2021-04-14,NT,exposed,<20
2021-04-14,NT,monitoring,<20
2021-04-14,NS,exposed,<20
2021-04-14,NS,monitoring,<20
2021-04-14,NU,exposed,<20
2021-04-14,NU,monitoring,<20
2021-04-14,ON,exposed,<20
2021-04-14,ON,monitoring,<20
2021-04-14,PE,exposed,<20
2021-04-14,PE,monitoring,<20
2021-04-14,QC,exposed,<20
2021-04-14,QC,monitoring,<20
2021-04-14,SK,exposed,<20
2021-04-14,SK,monitoring,<20
2021-04-14,YT,exposed,<20
2021-04-14,YT,monitoring,<20
2021-04-14,NPTS,exposed,<20
2021-04-14,NPTS,monitoring,<20
2021-04-15,AB,exposed,<20
2021-04-15,AB,monitoring,<20
2021-04-15,BC,exposed,<20
2021-04-15,BC,monitoring,<20
2021-04-15,MB,exposed,<20
2021-04-15,MB,monitoring,<20
2021-04-15,NB,exposed,<20
2021-04-15,NB,monitoring,<20
2021-04-15,NL,exposed,<20
2021-04-15,NL,monitoring,<20
2021-04-15,NT,exposed,<20
2021-04-15,NT,monitoring,<20
2021-04-15,NS,exposed,<20
2021-04-15,NS,monitoring,<20
2021-04-15,NU,exposed,<20
2021-04-15,NU,monitoring,<20
2021-04-15,ON,exposed,<20
2021-04-15,ON,monitoring,<20
2021-04-15,PE,exposed,<20
2021-04-15,PE,monitoring,<20
2021-04-15,QC,exposed,<20
2021-04-15,QC,monitoring,<20
2021-04-15,SK,exposed,<20
2021-04-15,SK,monitoring,<20
2021-04-15,YT,exposed,<20
2021-04-15,YT,monitoring,<20
2021-04-15,NPTS,exposed,<20
2021-04-15,NPTS,monitoring,<20
2021-04-16,AB,exposed,<20
2021-04-16,AB,monitoring,<20
2021-04-16,BC,exposed,<20
2021-04-16,BC,monitoring,<20
2021-04-16,MB,exposed,<20
2021-04-16,MB,monitoring,<20
2021-04-16,NB,exposed,<20
2021-04-16,NB,monitoring,<20
2021-04-16,NL,exposed,<20
2021-04-16,NL,monitoring,<20
2021-04-16,NT,exposed,<20
2021-04-16,NT,monitoring,<20
2021-04-16,NS,exposed,<20
2021-04-16,NS,monitoring,<20
2021-04-16,NU,exposed,<20
2021-04-16,NU,monitoring,<20
2021-04-16,ON,exposed,<20
2021-04-16,ON,monitoring,<20
2021-04-16,PE,exposed,<20
2021-04-16,PE,monitoring,<20
2021-04-16,QC,exposed,<20
2021-04-16,QC,monitoring,<20
2021-04-16,SK,exposed,<20
2021-04-16,SK,monitoring,<20
2021-04-16,YT,exposed,<20
2021-04-16,YT,monitoring,<20
2021-04-16,NPTS,exposed,<20
2021-04-16,NPTS,monitoring,<20
2021-04-17,AB,exposed,<20
2021-04-17,AB,monitoring,<20
2021-04-17,BC,exposed,<20
2021-04-17,BC,monitoring,<20
2021-04-17,MB,exposed,<20
2021-04-17,MB,monitoring,<20
2021-04-17,NB,exposed,<20
2021-04-17,NB,monitoring,<20
2021-04-17,NL,exposed,<20
2021-04-17,NL,monitoring,<20
2021-04-17,NT,exposed,<20
2021-04-17,NT,monitoring,<20
2021-04-17,NS,exposed,<20
2021-04-17,NS,monitoring,<20
2021-04-17,NU,exposed,<20
2021-04-17,NU,monitoring,<20
2021-04-17,ON,exposed,<20
2021-04-17,ON,monitoring,<20
2021-04-17,PE,exposed,<20
2021-04-17,PE,monitoring,<20
2021-04-17,QC,exposed,<20
2021-04-17,QC,monitoring,<20
2021-04-17,SK,exposed,<20
2021-04-17,SK,monitoring,<20
2021-04-17,YT,exposed,<20
2021-04-17,YT,monitoring,<20
2021-04-17,NPTS,exposed,<20
2021-04-17,NPTS,monitoring,<20
2021-04-18,AB,exposed,<20
2021-04-18,AB,monitoring,<20
2021-04-18,BC,exposed,<20
2021-04-18,BC,monitoring,<20
2021-04-18,MB,exposed,<20
2021-04-18,MB,monitoring,<20
2021-04-18,NB,exposed,<20
2021-04-18,NB,monitoring,<20
2021-04-18,NL,exposed,<20
2021-04-18,NL,monitoring,<20
2021-04-18,NT,exposed,<20
2021-04-18,NT,monitoring,<20
2021-04-18,NS,exposed,<20
2021-04-18,NS,monitoring,<20
2021-04-18,NU,exposed,<20
2021-04-18,NU,monitoring,<20
2021-04-18,ON,exposed,<20
2021-04-18,ON,monitoring,<20
2021-04-18,PE,exposed,<20
2021-04-18,PE,monitoring,<20
2021-04-18,QC,exposed,<20
2021-04-18,QC,monitoring,<20
2021-04-18,SK,exposed,<20
2021-04-18,SK,monitoring,<20
2021-04-18,YT,exposed,<20
2021-04-18,YT,monitoring,<20
2021-04-18,NPTS,exposed,<20
2021-04-18,NPTS,monitoring,<20
2021-04-19,AB,exposed,<20
2021-04-19,AB,monitoring,<20
2021-04-19,BC,exposed,<20
2021-04-19,BC,monitoring,<20
2021-04-19,MB,exposed,<20
2021-04-19,MB,monitoring,<20
2021-04-19,NB,exposed,<20
2021-04-19,NB,monitoring,<20
2021-04-19,NL,exposed,<20
2021-04-19,NL,monitoring,<20
2021-04-19,NT,exposed,<20
2021-04-19,NT,monitoring,<20
2021-04-19,NS,exposed,<20
2021-04-19,NS,monitoring,<20
2021-04-19,NU,exposed,<20
2021-04-19,NU,monitoring,<20
2021-04-19,ON,exposed,<20
2021-04-19,ON,monitoring,<20
2021-04-19,PE,exposed,<20
2021-04-19,PE,monitoring,<20
2021-04-19,QC,exposed,<20
2021-04-19,QC,monitoring,<20
2021-04-19,SK,exposed,<20
2021-04-19,SK,monitoring,<20
2021-04-19,YT,exposed,<20
2021-04-19,YT,monitoring,<20
2021-04-19,NPTS,exposed,<20
2021-04-19,NPTS,monitoring,<20
2021-04-20,AB,exposed,<20
2021-04-20,AB,monitoring,<20
2021-04-20,BC,exposed,<20
2021-04-20,BC,monitoring,<20
2021-04-20,MB,exposed,<20
2021-04-20,MB,monitoring,<20
2021-04-20,NB,exposed,<20
2021-04-20,NB,monitoring,<20
2021-04-20,NL,exposed,<20
2021-04-20,NL,monitoring,<20
2021-04-20,NT,exposed,<20
2021-04-20,NT,monitoring,<20
2021-04-20,NS,exposed,<20
2021-04-20,NS,monitoring,<20
2021-04-20,NU,exposed,<20
2021-04-20,NU,monitoring,<20
2021-04-20,ON,exposed,<20
2021-04-20,ON,monitoring,<20
2021-04-20,PE,exposed,<20
2021-04-20,PE,monitoring,<20
2021-04-20,QC,exposed,<20
2021-04-20,QC,monitoring,<20
2021-04-20,SK,exposed,<20
2021-04-20,SK,monitoring,<20
2021-04-20,YT,exposed,<20
2021-04-20,YT,monitoring,<20
2021-04-20,NPTS,exposed,<20
2021-04-20,NPTS,monitoring,<20
2021-04-21,AB,exposed,<20
2021-04-21,AB,monitoring,<20
2021-04-21,BC,exposed,<20
2021-04-21,BC,monitoring,<20
2021-04-21,MB,exposed,<20
2021-04-21,MB,monitoring,<20
2021-04-21,NB,exposed,<20
2021-04-21,NB,monitoring,<20
